R.date,R.date.Nut,SITE,ELEVATION,REPLICATE,R.replicate,SEASON,YEAR,S.date,t.units,BUSCAR,L.FW,L.DW,Ri.FW,Ri.DW,Ro.FW,Ro.DW,BG.FW,BG.DW,T.DW,AG.BG.FW,AG.BG.DW,dens.TOT,SDW,%N.L.DW,d15N.L.DW,%C.L.DW,d13C.L.DW,Bus.Nut,NH4.uM.mean,NO2.uM.mean,NO3.uM.mean,PO4.uM.mean,NH4.uM.q2,NO2.uM.q2,NO3.uM.q2,PO4.uM.q2,Tair.degC.q2,T.d.min.q2,T.d.max.q2,Ed.mol_m2d.q2,siteB,EzSITE.mol_m2d.q2
05/07/2012,NA,CN1,0.4,B,2,SUMMER,2012,19/07/2012,30,41095-CN1-B,445.75,91.3225,707675,196875,511375,87.6275,1219.05,284.5025,375825,366,321,1200,371,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN1,21.97834967
23/07/2012,NA,CN1,0.4,A,3,SUMMER,2012,19/07/2012,30,41113-CN1-A,1387875,154.9425,1366.45,369.3225,709525,114.58,2075975,483.9025,638845,669,0.32,1200,1157,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN1,21.97834967
23/07/2012,NA,CN1,0.4,B,4,SUMMER,2012,19/07/2012,30,41113-CN1-B,798.3,170.5775,1116.15,299.5675,413175,89.7475,1529325,389315,559.8925,522,438,1300,614,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN1,21.97834967
03/08/2012,NA,CN1,0.4,A,5,SUMMER,2012,19/07/2012,30,41124-CN1-A,721625,138165,914.3,236.6425,422325,74.8475,1336625,311.49,449655,0.54,444,1250,577,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN1,21.97834967
03/08/2012,NA,CN1,0.4,B,6,SUMMER,2012,19/07/2012,30,41124-CN1-B,690.55,165.6375,940.9,246915,574.55,112.68,1515.45,359595,525.2325,456,461,2300,0.3,NA,NA,NA,NA,SUMMER2012,1336,196,2419,42,1336,196,2419,42,23.67695,19.3948,28.4154,64.37923131,39647-CN1,21.97834967
17/10/2012,NA,CN1,0.4,A,1,FALL,2012,01/11/2012,31,41199-CN1-A,566505,64255,1420.9625,286.3,1051.01,132.61,2471.9725,418.91,483165,229,153,2275,249,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
17/10/2012,NA,CN1,0.4,B,2,FALL,2012,01/11/2012,31,41199-CN1-B,326,39.8525,1022335,257665,564.37,76.4675,1586705,334.1325,373985,205,119,1275,256,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
30/10/2012,NA,CN1,0.4,A,3,FALL,2012,01/11/2012,31,41212-CN1-A,262.75,26.9025,1097,257.7675,549.25,97.43,1646.25,355.1975,382.1,0.16,76,800,328,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
30/10/2012,NA,CN1,0.4,B,4,FALL,2012,01/11/2012,31,41212-CN1-B,265.63,40.0725,1079625,271305,484675,79.3375,1564.3,350.6425,390715,0.17,114,975,272,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
15/11/2012,NA,CN1,0.4,A,5,FALL,2012,01/11/2012,31,41228-CN1-A,515015,62.5725,1109.41,230.8375,534635,65.6925,1644045,296.53,359.1025,313,211,950,542,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
15/11/2012,NA,CN1,0.4,B,6,FALL,2012,01/11/2012,31,41228-CN1-B,396.5275,63.7075,811295,178465,213345,32985,1024.64,211.45,275.1575,387,301,1050,378,NA,NA,NA,NA,FALL2012,873,487,8.2015,0.0595,873,487,8.2015,0.0595,19.92809,17.7178,23.1254,35.42353146,39752-CN1,10.60546984
29/01/2013,NA,CN1,0.4,A,1,WINTER,2013,12/02/2013,32,41303-CN1-A,290.25,49775,1313.75,320.2,656,118375,1969.75,438575,488.35,147,113,1000,0.29,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
29/01/2013,NA,CN1,0.4,B,2,WINTER,2013,12/02/2013,32,41303-CN1-B,280035,44125,1209.6575,306.95,818,116075,2027.6575,423025,467.15,138,104,1025,273,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
13/02/2013,NA,CN1,0.4,A,3,WINTER,2013,12/02/2013,32,41318-CN1-A,149.9475,25875,1283655,297.95,621.7825,103.1,1905.4375,401.05,426925,79,65,750,0.2,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
13/02/2013,NA,CN1,0.4,B,4,WINTER,2013,12/02/2013,32,41318-CN1-B,311.8725,47.3,1170.3225,261675,552.29,88725,1722.6125,350.4,397.7,181,135,1200,0.26,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
26/02/2013,NA,CN1,0.4,A,5,WINTER,2013,12/02/2013,32,41331-CN1-A,193.5,34.3,1191.75,252325,635,130275,1826.75,382.6,416.9,106,0.09,1375,141,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
26/02/2013,NA,CN1,0.4,B,6,WINTER,2013,12/02/2013,32,41331-CN1-B,137.95,26.3,885.9,191.8,160.7675,25.05,1046.6675,216.85,243.15,132,121,1075,128,NA,NA,NA,NA,WINTER2013,0.9315,0.2315,3.9675,42,0.9315,0.2315,3.9675,42,12.09282,9.1879,15.0386,24.11039941,39855-CN1,8.752130998
25/04/2013,NA,CN1,0.4,A,1,SPRING,2013,11/05/2013,33,41389-CN1-A,467,94.6075,740.7,167.0425,710375,210.6775,1451075,377.72,472.3275,322,0.25,950,492,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
25/04/2013,NA,CN1,0.4,B,2,SPRING,2013,11/05/2013,33,41389-CN1-B,633.15,96.07,1133.7125,259.76,451.9975,101315,1585.71,361075,457145,399,266,1100,576,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
09/05/2013,NA,CN1,0.4,A,3,SPRING,2013,11/05/2013,33,41403-CN1-A,875195,181.8775,922755,200525,200.7675,58.8075,1123.5225,259.3325,441.21,779,701,1250,0.7,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
09/05/2013,NA,CN1,0.4,B,4,SPRING,2013,11/05/2013,33,41403-CN1-B,843.4525,139.01,1059.7975,201.9725,583745,135.9875,1643.5425,337.96,476.97,513,411,1675,504,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
27/05/2013,NA,CN1,0.4,A,5,SPRING,2013,11/05/2013,33,41421-CN1-A,1033335,163.5675,291155,51.9125,94.74,11.39,385895,63.3025,226.87,2678,2584,1450,713,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
27/05/2013,NA,CN1,0.4,B,6,SPRING,2013,11/05/2013,33,41421-CN1-B,509275,73.0075,363.9825,73.23,135.6925,18.94,499675,92.17,165.1775,1019,792,250,2037,NA,NA,NA,NA,SPRING2013,0.48625,0.33175,11.5575,45,485,322,11.3385,42,16.29951,13.7697,18897,53.81364601,39943-CN1,17.69994307
10/07/2013,NA,CN1,0.4,A,1,SUMMER,2013,01/08/2013,34,41465-CN1-A,1533.79,195275,927955,173755,486.9825,68.97,1414.9375,242725,438,1084,805,525,2922,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
10/07/2013,NA,CN1,0.4,B,2,SUMMER,2013,01/08/2013,34,41465-CN1-B,132.55,37.8225,317.4175,71445,135.4525,30685,452.87,102.13,139.9525,293,0.37,1175,113,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
24/07/2013,NA,CN1,0.4,A,3,SUMMER,2013,01/08/2013,34,41479-CN1-A,1382.8075,160.5325,1275.8025,288.3775,529.25,60625,1805.0525,349.0025,509535,766,0.46,1425,0.97,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
24/07/2013,NA,CN1,0.4,B,4,SUMMER,2013,01/08/2013,34,41479-CN1-B,1366.75,313475,1084.5,296.1,706.5,180,1791,476.1,789575,763,658,1350,1012,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
22/08/2013,NA,CN1,0.4,A,5,SUMMER,2013,01/08/2013,34,41508-CN1-A,1540785,444.3125,1475.0275,435.85,889.0425,299.3875,2364.07,735.2375,1179.55,652,604,1375,1121,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
22/08/2013,NA,CN1,0.4,B,6,SUMMER,2013,01/08/2013,34,41508-CN1-B,1121975,189995,961.88,300965,345.5275,67.26,1307.4075,368225,558.22,858,516,1625,0.69,NA,NA,NA,NA,SUMMER2013,NA,NA,NA,NA,NA,NA,NA,NA,23.47335,19.8954,28.0617,61.68897317,40025-CN1,20.68464832
21/10/2013,NA,CN1,0.4,A,1,FALL,2013,12/11/2013,35,41568-CN1-A,711645,133.5525,1717.2625,432.32,914.2,166.3825,2631.4625,598.7025,732255,0.27,223,2375,0.3,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
21/10/2013,NA,CN1,0.4,B,2,FALL,2013,12/11/2013,35,41568-CN1-B,487075,96.8325,1491.2975,399.7825,685555,130.0075,2176.8525,529.79,626.6225,224,183,1400,348,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
05/11/2013,NA,CN1,0.4,A,3,FALL,2013,12/11/2013,35,41583-CN1-A,303.2875,63.65,1059625,268865,544.81,119.39,1604435,388255,451905,189,164,1525,199,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
05/11/2013,NA,CN1,0.4,B,4,FALL,2013,12/11/2013,35,41583-CN1-B,341.3025,60185,1216855,293.8775,659.6575,116.39,1876.5125,410.2675,470.4525,182,147,1575,217,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
03/12/2013,NA,CN1,0.4,A,5,FALL,2013,12/11/2013,35,41611-CN1-A,268.3775,39.4975,1023.69,262.7825,456.3125,94995,1480.0025,357.7775,397275,181,0.11,1675,0.16,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
03/12/2013,NA,CN1,0.4,B,6,FALL,2013,12/11/2013,35,41611-CN1-B,176.8725,55.4375,1171.0775,283.5875,603065,99.6875,1774.1425,383275,438.7125,0.1,145,1650,107,NA,NA,NA,NA,FALL2013,1.6905,196,0.2985,42,1.6905,196,0.2985,42,20.21245,17762,23.3863,31.17353403,40128-CN1,9.145597056
30/01/2014,NA,CN1,0.4,A,1,WINTER,2014,15/02/2014,36,41669-CN1-A,105565,17.84,191.4875,42.55,73.75,10.3175,265.2375,52.8675,70.7075,398,337,600,176,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
30/01/2014,NA,CN1,0.4,B,2,WINTER,2014,15/02/2014,36,41669-CN1-B,52.6725,19.11462948,202.2075,49455,24.6825,3.68,226.89,53135,72.24962948,232,0.36,500,105,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
17/02/2014,NA,CN1,0.4,A,3,WINTER,2014,15/02/2014,36,41687-CN1-A,324.1125,59365,1197.5475,291.8325,485305,95.1025,1682.8525,386935,446.3,193,153,1050,309,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
17/02/2014,NA,CN1,0.4,B,4,WINTER,2014,15/02/2014,36,41687-CN1-B,298.0275,42.6,1535.0425,342105,792.8725,131.0775,2327915,473.1825,515.7825,128,0.09,1175,254,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
03/03/2014,NA,CN1,0.4,A,5,WINTER,2014,15/02/2014,36,41701-CN1-A,402.8925,80975,311.59,60.3025,123715,20.6425,435305,80945,161.92,926,1,350,1151,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
03/03/2014,NA,CN1,0.4,B,6,WINTER,2014,15/02/2014,36,41701-CN1-B,186075,33935,283225,59.9375,104425,16485,387.65,76.4225,110.3575,0.48,444,350,532,NA,NA,NA,NA,WINTER2014,277,359,12742,0.1185,277,359,12742,0.1185,13.06819,10.6889,15.5106,19.03924666,40223-CN1,6.800540356
28/04/2014,NA,CN1,0.4,A,1,SPRING,2014,13/05/2014,37,41757-CN1-A,603.9925,94255,1296135,286.2375,444185,76845,1740.32,363.0825,457.3375,347,0.26,1200,503,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
28/04/2014,NA,CN1,0.4,B,2,SPRING,2014,13/05/2014,37,41757-CN1-B,487.85,102.0775,588175,144.8275,348.63,69.18,936805,214.0075,316085,521,477,1350,361,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
11/05/2014,NA,CN1,0.4,A,3,SPRING,2014,13/05/2014,37,41770-CN1-A,1047.0625,245.8825,1319.5375,289.1625,430.78,93.9125,1750.3175,383075,628.9575,598,642,2050,511,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
11/05/2014,NA,CN1,0.4,B,4,SPRING,2014,13/05/2014,37,41770-CN1-B,862.83075,258.7,1411965,351.0825,553.76,184435,1965725,535.5175,794.2175,439,483,1775,486,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
28/05/2014,NA,CN1,0.4,A,5,SPRING,2014,13/05/2014,37,41787-CN1-A,1644.8675,275.07,1067.9425,227005,628.66,98.7675,1696.6025,325.7725,600.8425,0.97,844,1625,1012,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
28/05/2014,NA,CN1,0.4,B,6,SPRING,2014,13/05/2014,37,41787-CN1-B,1384.7325,228.0375,1021.53,208.9975,454.0525,66.9075,1475.5825,275905,503.9425,938,827,1600,865,NA,NA,NA,NA,SPRING2014,277,251,145,42,277,251,145,42,18.21246,14635,21.7832,56.25472063,40310-CN1,18.26291715
28/07/2014,NA,CN1,0.4,A,1,SUMMER,2014,19/08/2014,38,41848-CN1-A,638505,84.5875,1075.3575,199505,777975,121.94,1853.3325,321445,406.0325,345,263,1975,323,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/07/2014,NA,CN1,0.4,B,2,SUMMER,2014,19/08/2014,38,41848-CN1-B,467855,61.7875,550.7085,111.4535,753.3625,92.5725,1304071,204026,265.8135,359,303,1050,446,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/08/2014,NA,CN1,0.4,A,3,SUMMER,2014,19/08/2014,38,41879-CN1-A,842.5125,133.3475,670.5875,162.1975,161115,39.0525,831.7025,201.25,334.5975,1013,663,1825,462,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
28/08/2014,NA,CN1,0.4,B,4,SUMMER,2014,19/08/2014,38,41879-CN1-B,504.4175,79.0475,532.8,119.4875,182.4725,27275,715.2725,146.7625,225.81,705,539,1125,448,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
09/09/2014,NA,CN1,0.4,A,5,SUMMER,2014,19/08/2014,38,41891-CN1-A,969.0025,214865,1349.9625,342185,860.69,226765,2210.6525,568.95,783815,438,378,1100,881,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
09/09/2014,NA,CN1,0.4,B,6,SUMMER,2014,19/08/2014,38,41891-CN1-B,897.52,185015,1968.13,481.1625,1206.4075,244.5475,3174.5375,725.71,910725,283,255,1125,798,NA,NA,NA,NA,SUMMER2014,1.3855,0.3935,145,42,1.3855,0.3935,145,42,24.2003,20.1184,28.1385,60.17789933,40408-CN1,20.62797942
08/10/2014,NA,CN1,0.4,A,1,FALL,2014,23/10/2014,39,41920-CN1-A,395965,84.92,1208.82,300,779.3125,220175,1988.1325,520175,605095,199,163,1175,337,NA,NA,NA,NA,FALL2014,4573,0.5685,3919,42,4573,0.5685,3919,42,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
08/10/2014,NA,CN1,0.4,B,2,FALL,2014,23/10/2014,39,41920-CN1-B,554.25,81.79,1273325,281005,824975,126.05,2098.3,407055,488845,264,201,900,616,NA,NA,NA,NA,FALL2014,4573,0.5685,3919,42,4573,0.5685,3919,42,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
23/10/2014,NA,CN1,0.4,A,3,FALL,2014,23/10/2014,39,41935-CN1-A,171825,24.11,453975,111995,78.55,11.9725,532525,123.9675,148.0775,323,194,2100,82,NA,NA,NA,NA,FALL2014,4573,0.5685,3919,42,4573,0.5685,3919,42,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
23/10/2014,NA,CN1,0.4,B,4,FALL,2014,23/10/2014,39,41935-CN1-B,391675,68.24,511.6,117.99,202.55,36955,714.15,154945,223185,548,0.44,925,423,NA,NA,NA,NA,FALL2014,4573,0.5685,3919,42,4573,0.5685,3919,42,22.05043,19.4611,25.2027,37.03972243,40473-CN1,11.37499582
21/01/2015,NA,CN1,0.4,A,1,WINTER,2015,05/02/2015,40,42025-CN1-A,635.1275,137.7425,858795,175375,292.22,40.39,1151015,215765,353.5075,552,638,425,1494,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
21/01/2015,NA,CN1,0.4,B,2,WINTER,2015,05/02/2015,40,42025-CN1-B,205.4,29925,1515225,314.6,321375,51.75,1836.6,366.35,396275,112,82,550,373,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
03/02/2015,NA,CN1,0.4,A,3,WINTER,2015,05/02/2015,40,42038-CN1-A,136845,15.47,1060755,60555,195165,31465,1255.92,92.02,107.49,109,168,550,249,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
03/02/2015,NA,CN1,0.4,B,4,WINTER,2015,05/02/2015,40,42038-CN1-B,307.45,52.3,1391.45,318.1,302275,40.55,1693725,358.65,410.95,182,146,875,351,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
19/02/2015,NA,CN1,0.4,A,5,WINTER,2015,05/02/2015,40,42054-CN1-A,106.4625,14.4825,548505,118.4875,260.9475,45785,809.4525,164.2725,178755,132,88,475,224,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
19/02/2015,NA,CN1,0.4,B,6,WINTER,2015,05/02/2015,40,42054-CN1-B,97.43,15.27,520.77,115905,203.5075,5.4825,724.2775,121.3875,136.6575,135,126,275,354,NA,NA,NA,NA,WINTER2015,0.9925,0.3075,3.1855,115,0.9925,0.3075,3.1855,115,11.67843,9.0463,14.8249,24.29320046,40578-CN1,7.348055532
01/08/2015,NA,CN1,0.4,A,1,SUMMER,2015,17/08/2015,41,42217-CN1-A,683025,87275,345225,72.2,164.7,20925,509925,93125,180.4,1339,937,925,738,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
01/08/2015,NA,CN1,0.4,B,2,SUMMER,2015,17/08/2015,41,42217-CN1-B,548.35,67.65,199025,41.25,142.4,18,341425,59.25,126.9,1606,1142,1125,487,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
17/08/2015,NA,CN1,0.4,A,3,SUMMER,2015,17/08/2015,41,42233-CN1-A,995,111.5,350,75.75,141,14.75,491,90.5,202,2026,1232,850,1171,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
17/08/2015,NA,CN1,0.4,B,4,SUMMER,2015,17/08/2015,41,42233-CN1-B,1430.75,97.5,274.25,50,174.75,43.52796429,449,93.52796429,191.0279643,3187,1042,425,3366,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
02/09/2015,NA,CN1,0.4,A,5,SUMMER,2015,17/08/2015,41,42249-CN1-A,1212.75,49.75,252.5,85.25,153,8.5,405.5,93.75,143.5,2991,531,750,1617,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
02/09/2015,NA,CN1,0.4,B,6,SUMMER,2015,17/08/2015,41,42249-CN1-B,891.25,190.5,176.25,35,144.5,38.34606378,320.75,73.34606378,263.8460638,2779,2597,475,1876,NA,NA,NA,NA,SUMMER2015,2.8825,0.2305,0.5,0.0625,2.8825,0.2305,0.5,0.0625,NA,NA,NA,NA,40771-CN1,NA
27/10/2015,NA,CN1,0.4,A,1,FALL,2015,11/11/2015,42,42304-CN1-A,1310.5,240.8369428,326.5,170.25,175,40.52611764,501.5,210.7761176,451.6130604,2613,1143,NA,NA,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
27/10/2015,NA,CN1,0.4,B,2,FALL,2015,11/11/2015,42,42304-CN1-B,935,203,132.25,35,198.25,44.13021902,330.5,79.13021902,282.130219,2829,2565,600,1558,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
11/11/2015,NA,CN1,0.4,A,3,FALL,2015,11/11/2015,42,42319-CN1-A,1115.25,34.75,425.25,110.5,230.25,5.25,655.5,115.75,150.5,1701,0.3,450,2478,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
11/11/2015,NA,CN1,0.4,B,4,FALL,2015,11/11/2015,42,42319-CN1-B,1554,279.3661405,381.25,100.5,154,19,535.25,119.5,398.8661405,2903,2338,500,3108,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
25/11/2015,NA,CN1,0.4,A,5,FALL,2015,11/11/2015,42,42333-CN1-A,911.75,58.75,375.25,80.5,259.75,54.06152057,635,134.5615206,193.3115206,1436,437,500,1824,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
25/11/2015,NA,CN1,0.4,B,6,FALL,2015,11/11/2015,42,42333-CN1-B,735.5,150.3070743,431,129.75,318.25,63.43218414,749.25,193.1821841,343.4892585,982,778,550,1337,NA,NA,NA,NA,FALL2015,5.5155,635,2.0645,42,5.5155,635,2.0645,42,NA,NA,NA,NA,40857-CN1,NA
26/04/2005,NA,CN2,-0.08,A,1,SPRING,2005,11/05/2005,1,38468-CN2-A,570,197.5,767.5,497.5,307.5,237.5,1075,735,932.5,0.53,269,500,1.14,2.2,4,28.8,-8,SPRING2005,NA,NA,NA,NA,NA,NA,NA,NA,16.57808646,13.6172,20.3321,56.14663164,37021-CN2,14.61122097
26/04/2005,NA,CN2,-0.08,B,2,SPRING,2005,11/05/2005,1,38468-CN2-B,862.5,162.6176132,985,385,665,240,1650,625,787.6176132,523,0.26,575,1.5,2,3.8,26.6,-8.3,SPRING2005,NA,NA,NA,NA,NA,NA,NA,NA,16.57808646,13.6172,20.3321,56.14663164,37021-CN2,14.61122097
13/07/2005,NA,CN2,-0.08,A,1,SUMMER,2005,03/08/2005,2,38546-CN2-A,882.5,125,562.5,116,307.75,48,870.25,164,289,1014,762,525,1681,NA,NA,NA,NA,SUMMER2005,3215,217,3355,211,3215,217,3355,211,24.85804271,21.2979,28.7598,61.36639343,37105-CN2,15.46234142
